x y time dx dy dt dr^2 TotalDisplacementSquared
28
1.08383438343834E-05 8.72479747974798E-07 0 0 0 0 0 0
1.08609161793372E-05 9.01267056530214E-07 0.1780178 2.25723449537941E-08 2.87873085554168E-08 0.1780178 1.33821989057785E-15 1.33821989057785E-15
1.06984510086455E-05 1.58786023054755E-06 0.2670267 -1.62465170691699E-07 6.86593174017336E-07 0.0890089 4.97805118295083E-13 5.31339237538961E-13
1.05764516129032E-05 1.55451612903226E-06 0.3560356 -1.21999395742308E-07 -3.33441015152924E-08 0.0890089 1.59956816673504E-14 5.33761160757798E-13
1.04020265991134E-05 1.53687460417986E-06 0.4450445 -1.74425013789863E-07 -1.76415248523975E-08 0.0890088999999999 3.07353088347115E-14 6.31793254745469E-13
1.05877611940298E-05 1.4514552238806E-06 0.5330533 1.85734594916488E-07 -8.54193802992637E-08 0.0880088 4.17938102795021E-14 3.98004261346922E-13
1.09519454545455E-05 1.57729090909091E-06 0.6220622 3.64184260515604E-07 1.25835685210312E-07 0.0890089000000001 1.48464795279646E-13 5.09664100937276E-13
1.10898693759071E-05 1.38821480406386E-06 0.7110711 1.37923921361657E-07 -1.89076105027048E-07 0.0890088999999999 5.4772781575976E-14 3.29247746117966E-13
1.12480007996801E-05 1.07672930827669E-06 0.80008 1.58131423773016E-07 -3.11485495787171E-07 0.0890089000000001 1.22028761270261E-13 2.09536712099609E-13
1.11244060475162E-05 1.35194384449244E-06 0.8890889 -1.23594752163929E-07 2.75214536215751E-07 0.0890088999999999 9.1018703706914E-14 3.11717409631893E-13
1.11137791601866E-05 1.50701399688958E-06 0.9780978 -1.0626887329574E-08 1.5507015239714E-07 0.0890088999999999 2.41596828987876E-14 4.78498331746155E-13
1.11363851351351E-05 1.03498310810811E-06 1.0671067 2.2605974948511E-08 -4.72030888781472E-07 0.0890088999999999 2.23324190067199E-13 1.1523595900838E-13
